VirusGENBANKaccession,Virus GENBANK accession,Virus name(s),Host source,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species
CASDWV010001309,CASDWV010001309,ssRNA_37684,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Bruncluvirus,,Bruncluvirus messicola
CASDWV010002028,CASDWV010002028,ssRNA_49525,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Bruncluvirus,,Bruncluvirus messivivens
CASDWV010000958,CASDWV010000958,ssRNA_27580,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Bruncluvirus,,Bruncluvirus pedadaptatum
CASDWV010000904,CASDWV010000904,ssRNA_26315,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Bruncluvirus,,Bruncluvirus pedovicinum
CASDWV010001305,CASDWV010001305,ssRNA_37667,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Bruncluvirus,,Bruncluvirus radicihabitans
CASDWV010001993,CASDWV010001993,ssRNA_48680,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Bruncluvirus,,Bruncluvirus solicola
CASDWV010005013,CASDWV010005013,ssRNA_138139,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Buckevirus,,Buckevirus limicola
CASDWV010001300,CASDWV010001300,ssRNA_37626,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Buckevirus,,Buckevirus pedocola
CASDWV010001444,CASDWV010001444,ssRNA_40175,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Budprovirus,,Budprovirus humihabitans
CASDWV010001921,CASDWV010001921,ssRNA_47134,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Buhdlovirus,,Buhdlovirus chorovivens
CASDWV010001256,CASDWV010001256,ssRNA_36366,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Buhpbivirus,,Buhpbivirus caenenecus
CASDWV010001889,CASDWV010001889,ssRNA_46586,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Buhshwavirus,,Buhshwavirus geohabitans
CASDWV010001466,CASDWV010001466,ssRNA_40585,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Bulcivirus,,Bulcivirus geovivens
CASDWV010002724,CASDWV010002724,ssRNA_63439,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Bunlevirus,,Bunlevirus asiohabitans
CASDWV010003737,CASDWV010003737,ssRNA_89259,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Bunlevirus,,Bunlevirus terrivivens
CASDWV010004943,CASDWV010004943,ssRNA_135661,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Buntovirus,,Buntovirus asiocola
CASDWV010004216,CASDWV010004216,ssRNA_113107,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Burdivirus,,Burdivirus caenenecus
CASDWV010005021,CASDWV010005021,ssRNA_138621,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Burdivirus,,Burdivirus radicivivens
CASDWV010001844,CASDWV010001844,ssRNA_46157,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Burtuvirus,,Burtuvirus limivicinum
CASDWV010005080,CASDWV010005080,ssRNA_140510,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Bushuvirus,,Bushuvirus choradaptatum
CASDWV010000964,CASDWV010000964,ssRNA_27625,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cahtebovirus,,Cahtebovirus agrenecus
CASDWV010002261,CASDWV010002261,ssRNA_53467,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cahtebovirus,,Cahtebovirus agrihabitans
CASDWV010002336,CASDWV010002336,ssRNA_54843,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cahtebovirus,,Cahtebovirus agrivicinum
CASDWV010004848,CASDWV010004848,ssRNA_132315,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cahtebovirus,,Cahtebovirus chorovicinum
CASDWV010004197,CASDWV010004197,ssRNA_111234,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cahtebovirus,,Cahtebovirus edaphovivens
BK013539,BK013539,ssRNA phage Gephyllon.4_5,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cahtebovirus,,Cahtebovirus humivicinum
CASDWV010003111,CASDWV010003111,ssRNA_73602,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cahtebovirus,,Cahtebovirus pelohabitans
CASDWV010000681,CASDWV010000681,ssRNA_20754,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cahtebovirus,,Cahtebovirus tellurivivens
CASDWV010004195,CASDWV010004195,ssRNA_111228,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cahwstovirus,,Cahwstovirus pedadaptatum
CASDWV010001938,CASDWV010001938,ssRNA_47523,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Caldevirus,,Caldevirus limivicinum
CASDWV010001995,CASDWV010001995,ssRNA_48683,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cambruovirus,,Cambruovirus arvivivens
CASDWV010003773,CASDWV010003773,ssRNA_89682,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Capsdovirus,,Capsdovirus lutihabitans
BK013661,BK013661,ssRNA phage SRR5467091_1,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Casfavirus,,Casfavirus pelocola
CASDWV010002031,CASDWV010002031,ssRNA_49546,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Chadwivirus,,Chadwivirus limadaptatum
CASDWV010002214,CASDWV010002214,ssRNA_52394,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Chahpevirus,,Chahpevirus humihabitans
CASDWV010002592,CASDWV010002592,ssRNA_61646,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Chatshuvirus,,Chatshuvirus limivicinum
CASDWV010002059,CASDWV010002059,ssRNA_49815,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Chepelevirus,,Chepelevirus messicola
CASDWV010002299,CASDWV010002299,ssRNA_54020,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cherlevirus,,Cherlevirus limivivens
CASDWV010002023,CASDWV010002023,ssRNA_49513,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cherovirus,,Cherovirus lutivicinum
BK013727,BK013727,ssRNA phage SRR7976301_2,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Chinihovirus,,Chinihovirus lutihabitans
CASDWV010002355,CASDWV010002355,ssRNA_55465,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Chostevirus,,Chostevirus pelovivens
BK013545,BK013545,ssRNA phage Gerhypos.2_38,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Chounavirus,,Chounavirus chorenecus
CASDWV010002412,CASDWV010002412,ssRNA_56686,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Churchovirus,,Churchovirus lutihabitans
CASDWV010004771,CASDWV010004771,ssRNA_130363,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Churchovirus,,Churchovirus pedocola
BK014136,BK014136,ssRNA phage SRR6254353_1,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cihsnivirus,,Cihsnivirus pelenecus
CASDWV010002813,CASDWV010002813,ssRNA_66769,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Clavivirus,,Clavivirus agrivivens
CASDWV010002528,CASDWV010002528,ssRNA_60583,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Clifovirus,,Clifovirus lutadaptatum
CASDWV010002887,CASDWV010002887,ssRNA_68625,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Clufdovirus,,Clufdovirus tellurivicinum
CASDWV010002174,CASDWV010002174,ssRNA_51897,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Cohrlevirus,,Cohrlevirus edaphovicinum
CASDWV010002890,CASDWV010002890,ssRNA_68633,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Colishivirus,,Colishivirus messicola
CASDWV010001599,CASDWV010001599,ssRNA_42683,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Comptovirus,,Comptovirus solivivens
CASDWV010003609,CASDWV010003609,ssRNA_86494,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Comptuvirus,,Comptuvirus solenecus
BK013630,BK013630,ssRNA phage SRR5466364_2,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Coughduvirus,,Coughduvirus asiohabitans
BK013664,BK013664,ssRNA phage SRR5467091_3,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Coughduvirus,,Coughduvirus asiovicinum
BK013695,BK013695,ssRNA phage SRR6960551_2,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Coughduvirus,,Coughduvirus asiovivens
BK014206,BK014206,ssRNA phage SRR7976325_3,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Coughduvirus,,Coughduvirus borboradaptatum
BK014140,BK014140,ssRNA phage SRR6960509_2,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Diydovirus,,Diydovirus borborovicinum
BK013522,BK013522,ssRNA phage Gerhypos.2_22,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Dugnivirus,,Dugnivirus chthonadaptatum
BK013780,BK013780,ssRNA phage Gephyllon.2_10,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Dugnivirus,,Dugnivirus solivicinum
BK013469,BK013469,ssRNA phage Gephyllon.3_17,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Dugnivirus,,Dugnivirus solivivens
MZ679687,MZ679687,MAG: Leviviridae sp. isolate R28-k141_355175 genomic sequence,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Firunevirus,,Firunevirus faecicola
BK013653,BK013653,ssRNA phage SRR5467090_1,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Firunevirus,,Firunevirus limicola
CASDWV010002636,CASDWV010002636,ssRNA_61842,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Firunevirus,,Firunevirus segetihabitans
CASDWV010004378,CASDWV010004378,ssRNA_117657,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Firunevirus,,Firunevirus solenecus
CASDWV010003610,CASDWV010003610,ssRNA_86495,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Firunevirus,,Firunevirus telluricola
BK013760,BK013760,ssRNA phage SRR7976356_4,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Gohshovirus,,Gohshovirus asiadaptatum
BK013448,BK013448,ssRNA phage Zoerhiza.4_1,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hehspivirus,,Hehspivirus edaphadaptatum
CASDWV010003166,CASDWV010003166,ssRNA_75055,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hehspivirus,,Hehspivirus edaphohabitans
BK013574,BK013574,ssRNA phage SRR6050738_1,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Helacdivirus,,Helacdivirus borborovicinum
BK013728,BK013728,ssRNA phage SRR7976310_1,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hirvovirus,,Hirvovirus caenivicinum
BK014112,BK014112,ssRNA phage SRR5466728_2,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Huhmpluvirus,,Huhmpluvirus limenecus
CASDWV010004436,CASDWV010004436,ssRNA_119400,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Huleruivirus,,Huleruivirus choradaptatum
BK013524,BK013524,ssRNA phage Gerhypos.2_18,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Huleruivirus,,Huleruivirus geocola
CASDWV010002202,CASDWV010002202,ssRNA_52368,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Huleruivirus,,Huleruivirus humivivens
CASDWV010000727,CASDWV010000727,ssRNA_21967,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus chthonenecus
BK013392,BK013392,ssRNA phage Esthiorhiza.2_46,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus geovivens
BK013781,BK013781,ssRNA phage Gephyllon.1_7,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus humihabitans
CASDWV010003187,CASDWV010003187,ssRNA_75717,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus limivicinum
CASDWV010001703,CASDWV010001703,ssRNA_44187,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus messadaptatum
CASDWV010003611,CASDWV010003611,ssRNA_86497,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus messihabitans
CASDWV010003132,CASDWV010003132,ssRNA_73981,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus neotelluricola
CASDWV010004470,CASDWV010004470,ssRNA_120321,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus pedovicinum
CASDWV010001412,CASDWV010001412,ssRNA_39946,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus segetadaptatum
CASDWV010000956,CASDWV010000956,ssRNA_27577,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus segetihabitans
BK013934,BK013934,ssRNA phage Esthiorhiza.3_13,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus telluradaptatum
BK013875,BK013875,ssRNA phage Gerhypos.1_5,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus tellurenecus
BK013502,BK013502,ssRNA phage Gerhypos.1_41,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus telluricola
BK013888,BK013888,ssRNA phage Gerhypos.4_10,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus tellurihabitans
BK013981,BK013981,ssRNA phage Zoerhiza.3_1,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Hysdruvirus,,Hysdruvirus tellurivicinum
BK013768,BK013768,ssRNA phage SRR7976357_3,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Ichonovirus,,Ichonovirus limivicinum
BK013420,BK013420,ssRNA phage Zoerhiza.1_9,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Isoihlovirus,,Isoihlovirus terrihabitans
BK014081,BK014081,ssRNA phage SRR5466337_1,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Kempsvovirus,,Kempsvovirus caenivivens
CASDWV010001333,CASDWV010001333,ssRNA_38370,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Kempsvovirus,,Kempsvovirus chthonocola
CASDWV010002666,CASDWV010002666,ssRNA_62475,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Kempsvovirus,,Kempsvovirus humivivens
CASDWV010003921,CASDWV010003921,ssRNA_95142,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Kempsvovirus,,Kempsvovirus segeticola
BK013609,BK013609,ssRNA phage SRR6960803_3,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Kihrivirus,,Kihrivirus limicola
BK014211,BK014211,ssRNA phage SRR7976356_3,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Kimihcavirus,,Kimihcavirus limivivens
BK013755,BK013755,ssRNA phage SRR7976326_2,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Kudohovirus,,Kudohovirus pelocola
BK014129,BK014129,ssRNA phage SRR5467139_1,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Kuhfotivirus,,Kuhfotivirus pelohabitans
BK014123,BK014123,ssRNA phage SRR5467091_2,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lahcomavirus,,Lahcomavirus asienecus
CASDWV010003759,CASDWV010003759,ssRNA_89532,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lahcomavirus,,Lahcomavirus messivivens
CASDWV010003420,CASDWV010003420,ssRNA_82141,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lahcomavirus,,Lahcomavirus segetadaptatum
CASDWV010003905,CASDWV010003905,ssRNA_94285,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus agrivicinum
BK013785,BK013785,ssRNA phage Gerhypos.4_28,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus arvadaptatum
BK013414,BK013414,ssRNA phage Zoerhiza.4_15,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus arvenecus
BK013915,BK013915,ssRNA phage Zoerhiza.1_12,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus arvicola
BK013855,BK013855,ssRNA phage Esthiorhiza.3_4,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus chorovicinum
BK013840,BK013840,ssRNA phage Gephyllon.2_11,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus chorovivens
CASDWV010003421,CASDWV010003421,ssRNA_82145,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus lutivicinum
CASDWV010000871,CASDWV010000871,ssRNA_25641,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus neoarvadaptatum
CASDWV010001615,CASDWV010001615,ssRNA_42843,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus neochorovicinum
CASDWV010002328,CASDWV010002328,ssRNA_54818,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus pedovivens
CASDWV010003924,CASDWV010003924,ssRNA_95147,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Lobdovirus,,Lobdovirus peladaptatum
BK013711,BK013711,ssRNA phage SRR7976299_1,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Madisduvirus,,Madisduvirus caenivivens
MZ679774,MZ679774,MAG: Leviviridae sp. isolate R30-k141_599317 genomic sequence,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Mitdiwavirus,,Mitdiwavirus allofaecicola
MZ679771,MZ679771,MAG: Leviviridae sp. isolate 241-k141_568328 genomic sequence,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Mitdiwavirus,,Mitdiwavirus allofaecihabitans
BK014171,BK014171,ssRNA phage SRR7976299_2,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Mitdiwavirus,,Mitdiwavirus asiocola
BK013726,BK013726,ssRNA phage SRR7976301_1,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Mitdiwavirus,,Mitdiwavirus caenicola
MZ679792,MZ679792,MAG: Leviviridae sp. isolate 167-k141_68044 genomic sequence,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Mitdiwavirus,,Mitdiwavirus faecenecus
MZ679673,MZ679673,MAG: Leviviridae sp. isolate 200-k141_331357 genomic sequence,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Mitdiwavirus,,Mitdiwavirus faecihabitans
MZ679712,MZ679712,MAG: Leviviridae sp. isolate 238-k141_401425 genomic sequence,soil (S),Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Mitdiwavirus,,Mitdiwavirus montiscola
BK013880,BK013880,ssRNA phage Gerhypos.2_9,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Moloevirus,,Moloevirus chthonenecus
BK014072,BK014072,ssRNA phage SRR6960803_1,bacteria,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Atkinsviridae,,Monekavirus,,Monekavirus asiovivens
